,status_msg,order_id,status,symbol,amount,trade_amount,trade_price,order_type,direction,offset_flag,price,price_type,datetime,secondary_order_id
765,其他错误,1090539747,其他错误,002921.SZ,900,0,0.0,24,48,49,10.49,50,20241016 13:14:37,1090539747
766,,1090539757,,300665.SZ,1500,0,0.0,24,48,49,6.34,50,20241016 13:14:37,1090539757
767,,1090539759,,301273.SZ,500,0,0.0,24,48,49,17.44,50,20241016 13:14:37,1090539759
768,,1090539760,,300955.SZ,600,600,14.59,23,48,48,14.59,50,20241016 13:16:12,1090539760
769,,1090539764,,600857.SH,1600,1600,6.11,24,48,49,6.11,50,20241016 13:14:38,1090539764
770,其他错误,1090539765,其他错误,002921.SZ,900,0,0.0,24,48,49,10.49,50,20241016 13:16:13,1090539765
771,,1090539766,,300665.SZ,1500,0,0.0,24,48,49,6.34,50,20241016 13:14:39,1090539766
772,,1090539768,,301273.SZ,500,0,0.0,24,48,49,17.44,50,20241016 13:14:39,1090539768
773,,1090539769,,300955.SZ,600,600,14.59,23,48,48,14.59,50,20241016 13:14:39,1090539769
774,,1090539771,,301010.SZ,700,200,13.67,23,48,48,13.67,50,20241016 13:16:15,1090539771
775,,1090539777,,600857.SH,1600,1600,6.11,24,48,49,6.11,50,20241016 13:14:42,1090539777
776,其他错误,1090539778,其他错误,002921.SZ,900,0,0.0,24,48,49,10.49,50,20241016 13:14:42,1090539778
777,,1090539780,,300665.SZ,1500,0,0.0,24,48,49,6.34,50,20241016 13:14:44,1090539780
